hog	anaPla	aptFor	aptHaa	aptOwe	aptRow	aquChr	balReg	calAnn	casCas	chaPel	chaVoc	colLiv	corBra	cryCin	cucCan	droNov	egrGar	eudEle	falPer	ficAlb	fulGla	galGal	geoFor	halLeu	lepDis	melGal	melUnd	mesUni	nipNip	notPer	picPub	pseHum	pygAde	rheAme	rhePen	serCan	strCam	taeGut	tinGut	align_len	avg_gapped_len	avg_ident	gaps_bp_tot	gaps_bp_avg	missing_ct	dup_ct
14082	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	204	163.3	78.86	0.08	0.08	0	1
14083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	296	279.98	96.77	0.02	0.02	0	0
1409	NA	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	NA	1	1	NA	NA	1	1	NA	1	1	1	NA	1	1	1	1	NA	NA	329	239.75	84.62	0.2	0.27	13	0
14092	1	1	NA	1	NA	1	1	NA	1	1	1	1	2	1	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	85	83.33	97.77	0.01	0.01	9	1
14093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	432	424.29	78.94	0.01	0.01	0	0
14099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	507	470.1	98.6	0.04	0.04	0	0
1411	1	1	NA	1	NA	NA	1	1	1	NA	1	NA	1	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	1	NA	1	1	1	1	NA	NA	415	290.78	79.87	0.08	0.1	14	0
14115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2591	2561.95	99.17	0.01	0.01	0	0
1412	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	738	512.69	88.14	0.13	0.33	0	2
14128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	481	437.36	97.07	0.01	0.01	0	0
1413	1	1	NA	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	2	NA	1	1	1	NA	NA	1	1	NA	1	NA	1	NA	1	NA	1	1	166	82.28	93.57	0.19	0.19	11	1
14132	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	510	462.54	74.83	0.02	0.02	1	0
14149	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	441	368.37	78.51	0.07	0.07	1	0
14176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	671	574.02	91.56	0.05	0.05	0	1
14177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	628	541.63	92.48	0.08	0.08	0	1
1418	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1153	813.46	92.15	0.13	0.36	4	0
14181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	681	602.3	99.03	0.04	0.08	0	0
14191	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	199	193.68	98.83	0.01	0.01	0	2
142	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	2	1	NA	1	1	NA	NA	NA	1	NA	1	NA	3520	1558.56	81.8	0.58	1.44	10	1
14217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	305	268.05	82.1	0.08	0.08	0	0
1423	1	1	2	2	2	2	NA	2	2	NA	NA	2	1	2	1	2	NA	2	1	1	NA	1	1	2	1	NA	1	1	1	2	NA	2	NA	1	2	1	NA	2	1	1363	700.34	72.14	0.71	1.02	9	15
14231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	477	462.14	89.72	0.01	0.01	0	0
14234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	838	690.05	64.24	0.09	0.11	3	0
1424	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	133	100.6	85	0.06	0.07	6	0
1425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	2	1	1	1249	1127.31	91.46	0.05	0.17	1	1
1426	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1081	877.85	91.39	0.05	0.3	1	0
14261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	175	138.24	94.52	0	0	0	0
14266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	439	386.62	82.47	0.04	0.04	0	0
14268	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	498	457.31	77.31	0.03	0.03	6	0
1427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	250	142.71	85.06	0.34	0.34	1	0
14271	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	921	646.56	95.95	0.09	0.09	0	1
14276	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	123	115.67	94.27	0.03	0.04	3	0
14296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	599	596.21	98.93	0	0	0	0
14298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	523	468.15	85.06	0.01	0.02	1	0
1430	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	NA	NA	NA	1	NA	NA	NA	576	479.57	94.34	0.12	0.27	11	0
1431	1	1	1	1	1	1	1	3	1	3	1	1	NA	1	NA	1	1	1	1	NA	1	1	NA	1	1	1	NA	NA	1	1	2	NA	1	1	1	NA	1	NA	2	563	427.27	79.95	0.1	0.11	9	4
14319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	642	582.88	97.66	0.01	0.01	0	0
1432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	2280	1844.48	80.27	0.12	1.08	0	3
14325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	531	472.1	96.51	0.04	0.04	0	0
14349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	785	757.43	96.1	0.01	0.01	0	0
1435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4866	3362.93	97.98	0.1	0.27	0	0
14350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	256	226.17	95.4	0.05	0.05	1	1
14353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	359	295.83	77.82	0.13	0.13	0	0
1436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	525	311.42	61.3	0.31	0.32	2	1
14365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	198	153.35	85.52	0.05	0.06	2	0
1437	NA	1	1	1	1	1	1	NA	1	NA	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	3357	1489.37	74.28	0.52	0.69	9	0
14376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	281	268.83	98.49	0	0	0	0
1439	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	414	241.05	95.9	0.33	0.37	2	0
14390	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	609	417.76	87.5	0.05	0.05	0	0
14396	NA	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	711	572.61	74.73	0.11	0.13	6	0
144	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	4204	1400.44	57.96	1.13	2.63	0	12
14401	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1299	1126.68	95.81	0.05	0.08	2	0
14428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	444	381.79	88.31	0.03	0.03	0	0
14435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	273	271.95	98.02	0	0	0	1
1444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	370	273.09	96.38	0.06	0.08	2	0
14444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	765	759.88	99.44	0	0	0	0
14459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	465	450.07	94.86	0.02	0.02	0	0
14460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	667	632.54	93.98	0.01	0.01	1	0
1447	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2543	2159.96	91.9	0.06	0.91	0	1
14471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	275	275	95.46	0	0	0	0
14473	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	216	173.41	96.81	0	0	1	0
14474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	369	300.88	95.75	0.06	0.07	0	0
14476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	189	142.5	85.17	0.27	0.28	0	0
14478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	305	304.12	95.39	0	0	0	0
1448	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1104	587.75	71.44	0.53	0.74	0	13
14481	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	401	332.67	75.78	0.06	0.06	0	1
14484	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	120	119.3	96.28	0.01	0.01	2	0
1449	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	NA	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	NA	NA	NA	1	1	NA	1	NA	444	304.36	65.81	0.15	0.19	13	0
14493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	571	537.51	88.12	0.01	0.01	1	0
14497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	400	345.3	83.72	0.04	0.04	0	1
14498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	579	554.45	86.69	0.01	0.02	0	0
1451	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	721	503.22	73.77	0.19	0.37	0	6
14515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	302	283.52	98.11	0.01	0.01	0	0
14534	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1173	1136.4	95.51	0.03	0.03	0	0
14535	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	303	295.07	88.57	0.02	0.02	2	0
14555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	270	207.14	97.21	0.01	0.01	0	0
1457	NA	1	1	1	1	1	NA	1	1	NA	NA	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	1	NA	1	1	1	441	352.73	94.74	0.04	0.05	11	0
14570	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	613	598.38	94.93	0	0	0	0
1458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	573	393.4	82.98	0.1	0.12	0	0
14585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	967	859.9	73.35	0.08	0.08	0	0
14590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	247	210.17	82.81	0.07	0.08	0	0
1461	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	237	135.51	96.1	0.07	0.11	4	0
14613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	741	725.71	96.36	0.01	0.01	0	0
14620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	806	735.38	91.97	0.04	0.04	0	0
14634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	511	424.6	91.86	0.01	0.01	0	0
14642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	753	638.69	99.01	0.05	0.05	0	0
14643	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	214	176.49	71.87	0.05	0.05	3	0
14654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	801	686.76	91.15	0.12	0.13	1	0
14656	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1211	911.28	84.08	0.09	0.1	3	0
1466	1	2	2	2	1	1	2	2	1	2	2	NA	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	2	2	1	1	2	1	1	1	537	302.14	60.85	0.42	0.45	1	19
14663	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	742	702.17	75.54	0.05	0.11	1	0
14664	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	345	288.09	71.13	0.02	0.02	7	0
14671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	809	622.62	79.15	0.08	0.08	0	0
14682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	344	308.23	89.01	0.03	0.03	1	0
14689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1223	1204.55	91.38	0.01	0.01	0	0
1469	NA	1	1	1	2	1	NA	NA	2	1	NA	1	1	1	1	1	1	NA	1	1	1	2	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	540	249.74	87.69	0.71	0.77	7	3
14690	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	150	131.15	99.52	0	0	3	0
1470	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1247	868.4	84.59	0.17	0.44	0	5
14708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	334	316.08	98.38	0	0	2	0
1471	1	1	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	188	114.53	83.13	0.19	0.21	7	0
14714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	565	496.45	90.33	0.03	0.03	0	0
14716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	372	337.83	85.2	0.02	0.03	0	0
14719	1	1	1	1	1	1	1	NA	1	NA	NA	NA	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	1	NA	NA	1	1	NA	NA	1	1	1	NA	1	NA	NA	463	400.57	70.76	0.05	0.38	17	0
1473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	NA	2004	1777.53	95.84	0.02	0.02	2	0
14732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	939	931.24	95.05	0.01	0.01	0	0
14736	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	431	417.28	93.82	0	0	0	1
1474	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	513	294.77	90.92	0.3	0.49	3	0
14755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	405	317.33	94.43	0.12	0.13	0	0
14759	NA	1	NA	NA	1	1	1	1	1	1	1	NA	NA	1	1	NA	NA	1	1	NA	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	NA	NA	1	NA	281	202.31	75.58	0.2	0.26	13	0
14765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1428	1398.64	97.81	0	0	0	0
14773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	423	360.93	99.01	0.04	0.06	0	0
14779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	680	632.88	88.54	0.03	0.03	0	0
1478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	852	560.04	88.44	0.09	0.16	0	2
14783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1452	1310.98	77.68	0.04	0.07	1	0
14791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1186	1153.17	91.31	0.02	0.03	2	0
14795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	960	859.54	94.95	0.05	0.05	1	0
14796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	445	375.51	78.64	0.07	0.07	0	0
14803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	437	343.17	96.88	0.11	0.11	1	0
1481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1506	993.08	72.99	0.3	0.76	1	0
14811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	842	614.5	95.12	0.07	0.07	0	0
14824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	368	283.71	94.67	0.1	0.1	0	0
14825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	288	275.21	97.78	0.01	0.01	0	0
14834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	643	446.56	91.57	0.04	0.04	0	3
14838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	193	175.78	87.41	0.03	0.03	2	0
14846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	270	260.07	78.78	0.01	0.01	0	0
1485	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	NA	1	NA	183	115.86	87.45	0.4	0.48	9	0
14851	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	163	162.07	91.11	0	0	0	0
1486	NA	NA	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	NA	NA	NA	NA	1	NA	NA	1	1	1	1	NA	NA	NA	1	1	NA	1	NA	1	843	584.09	89.72	0.11	0.21	15	0
14875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	276	246.51	93.9	0.07	0.06	0	1
14877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	456	376.34	87.9	0.07	0.08	0	0
14895	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	185	142.25	86.55	0.09	0.11	3	1
