# Assembly name:  Gallus_gallus-4.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2011-11-22
# Synonyms:       galGal4	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN03
# Assembly method: Celera Assembler v. 5.4
# Genome coverage: 12X
# Sequencing technology: Sanger; 454
# GenBank assembly accession: GCA_000002315.2
# RefSeq assembly accession: GCF_000002315.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.2	GCF_000000185.2	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
Chr4_random_deg7180000916784	unlocalized-scaffold	4	Chromosome	AADN03010186.1	=	NW_003765231.1	Primary Assembly	806	chr4_AADN03010186_random
Chr4_random_deg7180000919523	unlocalized-scaffold	4	Chromosome	AADN03010187.1	=	NW_003765232.1	Primary Assembly	663	chr4_AADN03010187_random
Chr4_random_deg7180000928949	unlocalized-scaffold	4	Chromosome	AADN03010188.1	=	NW_003765233.1	Primary Assembly	845	chr4_AADN03010188_random
Chr4_random_deg7180000946373	unlocalized-scaffold	4	Chromosome	AADN03010189.1	=	NW_003765234.1	Primary Assembly	666	chr4_AADN03010189_random
Chr4_random_deg7180000948968	unlocalized-scaffold	4	Chromosome	AADN03010190.1	=	NW_003765235.1	Primary Assembly	612	chr4_AADN03010190_random
Chr4_random_deg7180000951008	unlocalized-scaffold	4	Chromosome	AADN03010191.1	=	NW_003765236.1	Primary Assembly	597	chr4_AADN03010191_random
Chr4_random_deg7180000953204	unlocalized-scaffold	4	Chromosome	AADN03010192.1	=	NW_003765237.1	Primary Assembly	937	chr4_AADN03010192_random
Chr4_random_deg7180000955512	unlocalized-scaffold	4	Chromosome	AADN03010193.1	=	NW_003765238.1	Primary Assembly	773	chr4_AADN03010193_random
Chr4_random_7180000965867	unlocalized-scaffold	4	Chromosome	JH375168.1	=	NW_003765154.1	Primary Assembly	83802	chr4_JH375168_random
Chr4_random_7180000970496	unlocalized-scaffold	4	Chromosome	JH375169.1	=	NW_003765156.1	Primary Assembly	8916	chr4_JH375169_random
Chr4_random_7180000975157	unlocalized-scaffold	4	Chromosome	JH375170.1	=	NW_003765180.1	Primary Assembly	4980	chr4_JH375170_random
Chr4_random_7180000976562	unlocalized-scaffold	4	Chromosome	JH375171.1	=	NW_003765182.1	Primary Assembly	180694	chr4_JH375171_random
Chr4_random_7180000977067	unlocalized-scaffold	4	Chromosome	JH375172.1	=	NW_003765185.1	Primary Assembly	2754	chr4_JH375172_random
Chr5_random_7180000962470	unlocalized-scaffold	5	Chromosome	AADN03010195.1	=	NW_003765240.1	Primary Assembly	1089	chr5_AADN03010195_random
Chr5_random_7180000963156	unlocalized-scaffold	5	Chromosome	AADN03010197.1	=	NW_003765241.1	Primary Assembly	1140	chr5_AADN03010197_random
Chr5_random_7180000965910	unlocalized-scaffold	5	Chromosome	AADN03010199.1	=	NW_003765248.1	Primary Assembly	1097	chr5_AADN03010199_random
Chr5_random_7180000976790	unlocalized-scaffold	5	Chromosome	AADN03010200.1	=	NW_003765255.1	Primary Assembly	1888	chr5_AADN03010200_random
Chr5_random_7180000966892	unlocalized-scaffold	5	Chromosome	AADN03010203.1	=	NW_003765249.1	Primary Assembly	1072	chr5_AADN03010203_random
Chr5_random_7180000973032	unlocalized-scaffold	5	Chromosome	AADN03010208.1	=	NW_003765253.1	Primary Assembly	1460	chr5_AADN03010208_random
Chr5_random_7180000970923	unlocalized-scaffold	5	Chromosome	AADN03010210.1	=	NW_003765250.1	Primary Assembly	1441	chr5_AADN03010210_random
Chr5_random_7180000963492	unlocalized-scaffold	5	Chromosome	AADN03010211.1	=	NW_003765242.1	Primary Assembly	1582	chr5_AADN03010211_random
Chr5_random_7180000974016	unlocalized-scaffold	5	Chromosome	AADN03010212.1	=	NW_003765254.1	Primary Assembly	1572	chr5_AADN03010212_random
Chr5_random_7180000965328	unlocalized-scaffold	5	Chromosome	AADN03010213.1	=	NW_003765244.1	Primary Assembly	1991	chr5_AADN03010213_random
Chr5_random_7180000965773	unlocalized-scaffold	5	Chromosome	AADN03010217.1	=	NW_003765246.1	Primary Assembly	1270	chr5_AADN03010217_random
Chr5_random_7180000973025	unlocalized-scaffold	5	Chromosome	AADN03010218.1	=	NW_003765252.1	Primary Assembly	1215	chr5_AADN03010218_random
Chr5_random_7180000961425	unlocalized-scaffold	5	Chromosome	AADN03010219.1	=	NW_003765239.1	Primary Assembly	25488	chr5_AADN03010219_random
Chr5_random_7180000964605	unlocalized-scaffold	5	Chromosome	AADN03010220.1	=	NW_003765243.1	Primary Assembly	1456	chr5_AADN03010220_random
Chr5_random_deg7180000657267	unlocalized-scaffold	5	Chromosome	AADN03010223.1	=	NW_003765257.1	Primary Assembly	828	chr5_AADN03010223_random
Chr5_random_deg7180000662057	unlocalized-scaffold	5	Chromosome	AADN03010224.1	=	NW_003765258.1	Primary Assembly	625	chr5_AADN03010224_random
Chr5_random_deg7180000668389	unlocalized-scaffold	5	Chromosome	AADN03010225.1	=	NW_003765259.1	Primary Assembly	670	chr5_AADN03010225_random
Chr5_random_deg7180000668427	unlocalized-scaffold	5	Chromosome	AADN03010226.1	=	NW_003765260.1	Primary Assembly	658	chr5_AADN03010226_random
Chr5_random_deg7180000668467	unlocalized-scaffold	5	Chromosome	AADN03010227.1	=	NW_003765261.1	Primary Assembly	574	chr5_AADN03010227_random
Chr5_random_deg7180000678927	unlocalized-scaffold	5	Chromosome	AADN03010228.1	=	NW_003765262.1	Primary Assembly	582	chr5_AADN03010228_random
Chr5_random_deg7180000679527	unlocalized-scaffold	5	Chromosome	AADN03010229.1	=	NW_003765263.1	Primary Assembly	706	chr5_AADN03010229_random
Chr5_random_deg7180000686013	unlocalized-scaffold	5	Chromosome	AADN03010230.1	=	NW_003765264.1	Primary Assembly	518	chr5_AADN03010230_random
Chr5_random_deg7180000687079	unlocalized-scaffold	5	Chromosome	AADN03010231.1	=	NW_003765265.1	Primary Assembly	751	chr5_AADN03010231_random
Chr5_random_deg7180000691405	unlocalized-scaffold	5	Chromosome	AADN03010232.1	=	NW_003765266.1	Primary Assembly	871	chr5_AADN03010232_random
Chr5_random_deg7180000691624	unlocalized-scaffold	5	Chromosome	AADN03010233.1	=	NW_003765267.1	Primary Assembly	2054	chr5_AADN03010233_random
Chr5_random_deg7180000693647	unlocalized-scaffold	5	Chromosome	AADN03010234.1	=	NW_003765268.1	Primary Assembly	892	chr5_AADN03010234_random
Chr5_random_deg7180000694646	unlocalized-scaffold	5	Chromosome	AADN03010235.1	=	NW_003765269.1	Primary Assembly	819	chr5_AADN03010235_random
Chr5_random_deg7180000696867	unlocalized-scaffold	5	Chromosome	AADN03010236.1	=	NW_003765270.1	Primary Assembly	802	chr5_AADN03010236_random
Chr5_random_deg7180000698985	unlocalized-scaffold	5	Chromosome	AADN03010237.1	=	NW_003765271.1	Primary Assembly	687	chr5_AADN03010237_random
Chr5_random_deg7180000737852	unlocalized-scaffold	5	Chromosome	AADN03010238.1	=	NW_003765272.1	Primary Assembly	686	chr5_AADN03010238_random
Chr5_random_deg7180000748621	unlocalized-scaffold	5	Chromosome	AADN03010239.1	=	NW_003765273.1	Primary Assembly	541	chr5_AADN03010239_random
Chr5_random_deg7180000768103	unlocalized-scaffold	5	Chromosome	AADN03010240.1	=	NW_003765274.1	Primary Assembly	529	chr5_AADN03010240_random
Chr5_random_deg7180000768348	unlocalized-scaffold	5	Chromosome	AADN03010241.1	=	NW_003765275.1	Primary Assembly	894	chr5_AADN03010241_random
Chr5_random_deg7180000785599	unlocalized-scaffold	5	Chromosome	AADN03010242.1	=	NW_003765276.1	Primary Assembly	658	chr5_AADN03010242_random
Chr5_random_deg7180000785817	unlocalized-scaffold	5	Chromosome	AADN03010243.1	=	NW_003765277.1	Primary Assembly	807	chr5_AADN03010243_random
Chr5_random_deg7180000866505	unlocalized-scaffold	5	Chromosome	AADN03010244.1	=	NW_003765278.1	Primary Assembly	847	chr5_AADN03010244_random
Chr5_random_deg7180000867152	unlocalized-scaffold	5	Chromosome	AADN03010245.1	=	NW_003765279.1	Primary Assembly	854	chr5_AADN03010245_random
Chr5_random_deg7180000867160	unlocalized-scaffold	5	Chromosome	AADN03010246.1	=	NW_003765280.1	Primary Assembly	2267	chr5_AADN03010246_random
Chr5_random_deg7180000867889	unlocalized-scaffold	5	Chromosome	AADN03010247.1	=	NW_003765281.1	Primary Assembly	927	chr5_AADN03010247_random
Chr5_random_deg7180000870484	unlocalized-scaffold	5	Chromosome	AADN03010248.1	=	NW_003765282.1	Primary Assembly	659	chr5_AADN03010248_random
Chr5_random_deg7180000871513	unlocalized-scaffold	5	Chromosome	AADN03010249.1	=	NW_003765283.1	Primary Assembly	1133	chr5_AADN03010249_random
Chr5_random_deg7180000871516	unlocalized-scaffold	5	Chromosome	AADN03010250.1	=	NW_003765284.1	Primary Assembly	1392	chr5_AADN03010250_random
Chr5_random_deg7180000871519	unlocalized-scaffold	5	Chromosome	AADN03010251.1	=	NW_003765285.1	Primary Assembly	937	chr5_AADN03010251_random
Chr5_random_deg7180000871904	unlocalized-scaffold	5	Chromosome	AADN03010252.1	=	NW_003765286.1	Primary Assembly	555	chr5_AADN03010252_random
Chr5_random_deg7180000872142	unlocalized-scaffold	5	Chromosome	AADN03010253.1	=	NW_003765287.1	Primary Assembly	525	chr5_AADN03010253_random
Chr5_random_deg7180000873820	unlocalized-scaffold	5	Chromosome	AADN03010254.1	=	NW_003765288.1	Primary Assembly	755	chr5_AADN03010254_random
Chr5_random_deg7180000874757	unlocalized-scaffold	5	Chromosome	AADN03010255.1	=	NW_003765289.1	Primary Assembly	4550	chr5_AADN03010255_random
Chr5_random_deg7180000880197	unlocalized-scaffold	5	Chromosome	AADN03010256.1	=	NW_003765290.1	Primary Assembly	845	chr5_AADN03010256_random
Chr5_random_deg7180000885160	unlocalized-scaffold	5	Chromosome	AADN03010257.1	=	NW_003765291.1	Primary Assembly	559	chr5_AADN03010257_random
Chr5_random_deg7180000887220	unlocalized-scaffold	5	Chromosome	AADN03010258.1	=	NW_003765292.1	Primary Assembly	741	chr5_AADN03010258_random
Chr5_random_deg7180000887480	unlocalized-scaffold	5	Chromosome	AADN03010259.1	=	NW_003765293.1	Primary Assembly	838	chr5_AADN03010259_random
Chr5_random_deg7180000890825	unlocalized-scaffold	5	Chromosome	AADN03010260.1	=	NW_003765294.1	Primary Assembly	960	chr5_AADN03010260_random
Chr5_random_deg7180000894975	unlocalized-scaffold	5	Chromosome	AADN03010261.1	=	NW_003765295.1	Primary Assembly	755	chr5_AADN03010261_random
Chr5_random_deg7180000896169	unlocalized-scaffold	5	Chromosome	AADN03010262.1	=	NW_003765296.1	Primary Assembly	607	chr5_AADN03010262_random
Chr5_random_deg7180000896991	unlocalized-scaffold	5	Chromosome	AADN03010263.1	=	NW_003765297.1	Primary Assembly	1393	chr5_AADN03010263_random
Chr5_random_deg7180000897256	unlocalized-scaffold	5	Chromosome	AADN03010264.1	=	NW_003765298.1	Primary Assembly	698	chr5_AADN03010264_random
Chr5_random_deg7180000897668	unlocalized-scaffold	5	Chromosome	AADN03010265.1	=	NW_003765299.1	Primary Assembly	793	chr5_AADN03010265_random
Chr5_random_deg7180000903512	unlocalized-scaffold	5	Chromosome	AADN03010266.1	=	NW_003765300.1	Primary Assembly	547	chr5_AADN03010266_random
Chr5_random_deg7180000904741	unlocalized-scaffold	5	Chromosome	AADN03010267.1	=	NW_003765301.1	Primary Assembly	718	chr5_AADN03010267_random
Chr5_random_deg7180000907080	unlocalized-scaffold	5	Chromosome	AADN03010268.1	=	NW_003765302.1	Primary Assembly	534	chr5_AADN03010268_random
Chr5_random_deg7180000912288	unlocalized-scaffold	5	Chromosome	AADN03010269.1	=	NW_003765303.1	Primary Assembly	501	chr5_AADN03010269_random
Chr5_random_deg7180000913191	unlocalized-scaffold	5	Chromosome	AADN03010270.1	=	NW_003765304.1	Primary Assembly	688	chr5_AADN03010270_random
Chr5_random_deg7180000914182	unlocalized-scaffold	5	Chromosome	AADN03010271.1	=	NW_003765305.1	Primary Assembly	1289	chr5_AADN03010271_random
Chr5_random_deg7180000918653	unlocalized-scaffold	5	Chromosome	AADN03010272.1	=	NW_003765306.1	Primary Assembly	895	chr5_AADN03010272_random
Chr5_random_deg7180000934388	unlocalized-scaffold	5	Chromosome	AADN03010273.1	=	NW_003765307.1	Primary Assembly	649	chr5_AADN03010273_random
Chr5_random_deg7180000938997	unlocalized-scaffold	5	Chromosome	AADN03010274.1	=	NW_003765308.1	Primary Assembly	843	chr5_AADN03010274_random
Chr5_random_deg7180000944848	unlocalized-scaffold	5	Chromosome	AADN03010275.1	=	NW_003765309.1	Primary Assembly	790	chr5_AADN03010275_random
Chr5_random_deg7180000949418	unlocalized-scaffold	5	Chromosome	AADN03010276.1	=	NW_003765310.1	Primary Assembly	516	chr5_AADN03010276_random
Chr5_random_deg7180000950241	unlocalized-scaffold	5	Chromosome	AADN03010277.1	=	NW_003765311.1	Primary Assembly	822	chr5_AADN03010277_random
Chr5_random_deg7180000950242	unlocalized-scaffold	5	Chromosome	AADN03010278.1	=	NW_003765312.1	Primary Assembly	785	chr5_AADN03010278_random
Chr5_random_deg7180000952792	unlocalized-scaffold	5	Chromosome	AADN03010279.1	=	NW_003765313.1	Primary Assembly	693	chr5_AADN03010279_random
Chr5_random_7180000965573	unlocalized-scaffold	5	Chromosome	JH375173.1	=	NW_003765245.1	Primary Assembly	3584	chr5_JH375173_random
Chr5_random_7180000965822	unlocalized-scaffold	5	Chromosome	JH375174.1	=	NW_003765247.1	Primary Assembly	2489	chr5_JH375174_random
Chr5_random_7180000972275	unlocalized-scaffold	5	Chromosome	JH375175.1	=	NW_003765251.1	Primary Assembly	2526	chr5_JH375175_random
Chr5_random_7180000979701	unlocalized-scaffold	5	Chromosome	JH375176.1	=	NW_003765256.1	Primary Assembly	70779	chr5_JH375176_random
Chr6_random_7180000964796	unlocalized-scaffold	6	Chromosome	AADN03010280.1	=	NW_003765319.1	Primary Assembly	1070	chr6_AADN03010280_random
Chr6_random_7180000964901	unlocalized-scaffold	6	Chromosome	AADN03010281.1	=	NW_003765320.1	Primary Assembly	1252	chr6_AADN03010281_random
Chr6_random_7180000964300	unlocalized-scaffold	6	Chromosome	AADN03010282.1	=	NW_003765315.1	Primary Assembly	1020	chr6_AADN03010282_random
Chr6_random_7180000964524	unlocalized-scaffold	6	Chromosome	AADN03010286.1	=	NW_003765316.1	Primary Assembly	1266	chr6_AADN03010286_random
Chr6_random_7180000972779	unlocalized-scaffold	6	Chromosome	AADN03010289.1	=	NW_003765326.1	Primary Assembly	1622	chr6_AADN03010289_random
Chr6_random_7180000979889	unlocalized-scaffold	6	Chromosome	AADN03010290.1	=	NW_003765332.1	Primary Assembly	1082	chr6_AADN03010290_random
Chr6_random_7180000971561	unlocalized-scaffold	6	Chromosome	AADN03010291.1	=	NW_003765323.1	Primary Assembly	1202	chr6_AADN03010291_random
Chr6_random_7180000963531	unlocalized-scaffold	6	Chromosome	AADN03010293.1	=	NW_003765314.1	Primary Assembly	1349	chr6_AADN03010293_random
Chr6_random_7180000964763	unlocalized-scaffold	6	Chromosome	AADN03010294.1	=	NW_003765318.1	Primary Assembly	1176	chr6_AADN03010294_random
Chr6_random_7180000968693	unlocalized-scaffold	6	Chromosome	AADN03010295.1	=	NW_003765322.1	Primary Assembly	1183	chr6_AADN03010295_random
Chr6_random_7180000974567	unlocalized-scaffold	6	Chromosome	AADN03010296.1	=	NW_003765329.1	Primary Assembly	1084	chr6_AADN03010296_random
Chr6_random_7180000972844	unlocalized-scaffold	6	Chromosome	AADN03010297.1	=	NW_003765328.1	Primary Assembly	1301	chr6_AADN03010297_random
Chr6_random_7180000971660	unlocalized-scaffold	6	Chromosome	AADN03010299.1	=	NW_003765324.1	Primary Assembly	1111	chr6_AADN03010299_random
Chr6_random_7180000972830	unlocalized-scaffold	6	Chromosome	AADN03010301.1	=	NW_003765327.1	Primary Assembly	1392	chr6_AADN03010301_random
Chr6_random_7180000972266	unlocalized-scaffold	6	Chromosome	AADN03010302.1	=	NW_003765325.1	Primary Assembly	1271	chr6_AADN03010302_random
Chr6_random_deg7180000675283	unlocalized-scaffold	6	Chromosome	AADN03010304.1	=	NW_003765333.1	Primary Assembly	657	chr6_AADN03010304_random
Chr6_random_deg7180000709246	unlocalized-scaffold	6	Chromosome	AADN03010305.1	=	NW_003765334.1	Primary Assembly	634	chr6_AADN03010305_random
Chr6_random_deg7180000729399	unlocalized-scaffold	6	Chromosome	AADN03010306.1	=	NW_003765335.1	Primary Assembly	824	chr6_AADN03010306_random
Chr6_random_deg7180000731754	unlocalized-scaffold	6	Chromosome	AADN03010307.1	=	NW_003765336.1	Primary Assembly	818	chr6_AADN03010307_random
Chr6_random_deg7180000731809	unlocalized-scaffold	6	Chromosome	AADN03010308.1	=	NW_003765337.1	Primary Assembly	711	chr6_AADN03010308_random
Chr6_random_deg7180000784924	unlocalized-scaffold	6	Chromosome	AADN03010309.1	=	NW_003765338.1	Primary Assembly	849	chr6_AADN03010309_random
Chr6_random_deg7180000803969	unlocalized-scaffold	6	Chromosome	AADN03010310.1	=	NW_003765339.1	Primary Assembly	623	chr6_AADN03010310_random
Chr6_random_deg7180000870052	unlocalized-scaffold	6	Chromosome	AADN03010311.1	=	NW_003765340.1	Primary Assembly	937	chr6_AADN03010311_random
Chr6_random_deg7180000871749	unlocalized-scaffold	6	Chromosome	AADN03010312.1	=	NW_003765341.1	Primary Assembly	1007	chr6_AADN03010312_random
Chr6_random_deg7180000871752	unlocalized-scaffold	6	Chromosome	AADN03010313.1	=	NW_003765342.1	Primary Assembly	977	chr6_AADN03010313_random
Chr6_random_deg7180000871756	unlocalized-scaffold	6	Chromosome	AADN03010314.1	=	NW_003765343.1	Primary Assembly	1172	chr6_AADN03010314_random
Chr6_random_deg7180000873842	unlocalized-scaffold	6	Chromosome	AADN03010315.1	=	NW_003765344.1	Primary Assembly	1877	chr6_AADN03010315_random
Chr6_random_deg7180000873843	unlocalized-scaffold	6	Chromosome	AADN03010316.1	=	NW_003765345.1	Primary Assembly	809	chr6_AADN03010316_random
Chr6_random_deg7180000876109	unlocalized-scaffold	6	Chromosome	AADN03010317.1	=	NW_003765346.1	Primary Assembly	875	chr6_AADN03010317_random
Chr6_random_deg7180000879245	unlocalized-scaffold	6	Chromosome	AADN03010318.1	=	NW_003765347.1	Primary Assembly	1151	chr6_AADN03010318_random
Chr6_random_deg7180000879246	unlocalized-scaffold	6	Chromosome	AADN03010319.1	=	NW_003765348.1	Primary Assembly	1355	chr6_AADN03010319_random
Chr6_random_deg7180000879250	unlocalized-scaffold	6	Chromosome	AADN03010320.1	=	NW_003765349.1	Primary Assembly	883	chr6_AADN03010320_random
Chr6_random_deg7180000879972	unlocalized-scaffold	6	Chromosome	AADN03010321.1	=	NW_003765350.1	Primary Assembly	581	chr6_AADN03010321_random
Chr6_random_deg7180000880940	unlocalized-scaffold	6	Chromosome	AADN03010322.1	=	NW_003765351.1	Primary Assembly	570	chr6_AADN03010322_random
Chr6_random_deg7180000884506	unlocalized-scaffold	6	Chromosome	AADN03010323.1	=	NW_003765352.1	Primary Assembly	866	chr6_AADN03010323_random
Chr6_random_deg7180000884609	unlocalized-scaffold	6	Chromosome	AADN03010324.1	=	NW_003765353.1	Primary Assembly	1251	chr6_AADN03010324_random
Chr6_random_deg7180000887783	unlocalized-scaffold	6	Chromosome	AADN03010325.1	=	NW_003765354.1	Primary Assembly	808	chr6_AADN03010325_random
Chr6_random_deg7180000889972	unlocalized-scaffold	6	Chromosome	AADN03010326.1	=	NW_003765355.1	Primary Assembly	2776	chr6_AADN03010326_random
Chr6_random_deg7180000893644	unlocalized-scaffold	6	Chromosome	AADN03010327.1	=	NW_003765356.1	Primary Assembly	1101	chr6_AADN03010327_random
Chr6_random_deg7180000894388	unlocalized-scaffold	6	Chromosome	AADN03010328.1	=	NW_003765357.1	Primary Assembly	838	chr6_AADN03010328_random
Chr6_random_deg7180000894492	unlocalized-scaffold	6	Chromosome	AADN03010329.1	=	NW_003765358.1	Primary Assembly	539	chr6_AADN03010329_random
Chr6_random_deg7180000899718	unlocalized-scaffold	6	Chromosome	AADN03010330.1	=	NW_003765359.1	Primary Assembly	512	chr6_AADN03010330_random
Chr6_random_deg7180000902306	unlocalized-scaffold	6	Chromosome	AADN03010331.1	=	NW_003765360.1	Primary Assembly	750	chr6_AADN03010331_random
Chr6_random_deg7180000905481	unlocalized-scaffold	6	Chromosome	AADN03010332.1	=	NW_003765361.1	Primary Assembly	663	chr6_AADN03010332_random
Chr6_random_deg7180000923527	unlocalized-scaffold	6	Chromosome	AADN03010333.1	=	NW_003765362.1	Primary Assembly	837	chr6_AADN03010333_random
Chr6_random_deg7180000923548	unlocalized-scaffold	6	Chromosome	AADN03010334.1	=	NW_003765363.1	Primary Assembly	917	chr6_AADN03010334_random
Chr6_random_deg7180000933157	unlocalized-scaffold	6	Chromosome	AADN03010335.1	=	NW_003765364.1	Primary Assembly	972	chr6_AADN03010335_random
Chr6_random_deg7180000933158	unlocalized-scaffold	6	Chromosome	AADN03010336.1	=	NW_003765365.1	Primary Assembly	991	chr6_AADN03010336_random
Chr6_random_7180000964736	unlocalized-scaffold	6	Chromosome	JH375177.1	=	NW_003765317.1	Primary Assembly	2883	chr6_JH375177_random
Chr6_random_7180000965013	unlocalized-scaffold	6	Chromosome	JH375178.1	=	NW_003765321.1	Primary Assembly	4199	chr6_JH375178_random
Chr6_random_7180000977171	unlocalized-scaffold	6	Chromosome	JH375179.1	=	NW_003765330.1	Primary Assembly	4850	chr6_JH375179_random
Chr6_random_7180000979254	unlocalized-scaffold	6	Chromosome	JH375180.1	=	NW_003765331.1	Primary Assembly	10554	chr6_JH375180_random
Chr7_random_7180000975332	unlocalized-scaffold	7	Chromosome	AADN03010337.1	=	NW_003765374.1	Primary Assembly	1195	chr7_AADN03010337_random
Chr7_random_7180000978504	unlocalized-scaffold	7	Chromosome	AADN03010338.1	=	NW_003765375.1	Primary Assembly	1180	chr7_AADN03010338_random
Chr7_random_7180000965627	unlocalized-scaffold	7	Chromosome	AADN03010339.1	=	NW_003765369.1	Primary Assembly	1170	chr7_AADN03010339_random
Chr7_random_7180000964812	unlocalized-scaffold	7	Chromosome	AADN03010340.1	=	NW_003765368.1	Primary Assembly	2033	chr7_AADN03010340_random
Chr7_random_7180000973845	unlocalized-scaffold	7	Chromosome	AADN03010341.1	=	NW_003765373.1	Primary Assembly	1067	chr7_AADN03010341_random
Chr7_random_7180000971347	unlocalized-scaffold	7	Chromosome	AADN03010342.1	=	NW_003765371.1	Primary Assembly	3759	chr7_AADN03010342_random
