# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chr14random_Scaffold19858	unlocalized-scaffold	14	Chromosome	AADN04018809.1	=	NT_462429.1	Primary Assembly	3776	na
chr14random_Scaffold20098	unlocalized-scaffold	14	Chromosome	AADN04019040.1	=	NT_462430.1	Primary Assembly	3681	na
chr14random_Scaffold20219	unlocalized-scaffold	14	Chromosome	AADN04019153.1	=	NT_462431.1	Primary Assembly	3602	na
chr14random_Scaffold20395	unlocalized-scaffold	14	Chromosome	AADN04019320.1	=	NT_462432.1	Primary Assembly	3526	na
chr14random_Scaffold20600	unlocalized-scaffold	14	Chromosome	AADN04019514.1	=	NT_462433.1	Primary Assembly	3452	na
chr14random_Scaffold20642	unlocalized-scaffold	14	Chromosome	AADN04019554.1	=	NT_462434.1	Primary Assembly	3424	na
chr14random_Scaffold20925	unlocalized-scaffold	14	Chromosome	AADN04019826.1	=	NT_462435.1	Primary Assembly	3272	na
chr14random_Scaffold20977	unlocalized-scaffold	14	Chromosome	AADN04019874.1	=	NT_462436.1	Primary Assembly	3285	na
chr14random_Scaffold21020	unlocalized-scaffold	14	Chromosome	AADN04019913.1	=	NT_462437.1	Primary Assembly	3250	na
chr14random_Scaffold21074	unlocalized-scaffold	14	Chromosome	AADN04019960.1	=	NT_462438.1	Primary Assembly	3218	na
chr14random_Scaffold21442	unlocalized-scaffold	14	Chromosome	AADN04020315.1	=	NT_462439.1	Primary Assembly	3029	na
chr14random_Scaffold21549	unlocalized-scaffold	14	Chromosome	AADN04020419.1	=	NT_462440.1	Primary Assembly	2959	na
chr14random_Scaffold21776	unlocalized-scaffold	14	Chromosome	AADN04020636.1	=	NT_462441.1	Primary Assembly	2854	na
chr14random_Scaffold21862	unlocalized-scaffold	14	Chromosome	AADN04020717.1	=	NT_462442.1	Primary Assembly	2832	na
chr14random_Scaffold21894	unlocalized-scaffold	14	Chromosome	AADN04020744.1	=	NT_462443.1	Primary Assembly	2800	na
chr14random_Scaffold22088	unlocalized-scaffold	14	Chromosome	AADN04020929.1	=	NT_462444.1	Primary Assembly	2742	na
chr14random_Scaffold22208	unlocalized-scaffold	14	Chromosome	AADN04021045.1	=	NT_462445.1	Primary Assembly	2678	na
chr14random_Scaffold22714	unlocalized-scaffold	14	Chromosome	AADN04021519.1	=	NT_462446.1	Primary Assembly	2448	na
chr14random_Scaffold22824	unlocalized-scaffold	14	Chromosome	AADN04021619.1	=	NT_462447.1	Primary Assembly	2413	na
chr14random_Scaffold23169	unlocalized-scaffold	14	Chromosome	AADN04021941.1	=	NT_462448.1	Primary Assembly	2237	na
chr14random_Scaffold23384	unlocalized-scaffold	14	Chromosome	AADN04022144.1	=	NT_462449.1	Primary Assembly	2142	na
chr14random_Scaffold24191	unlocalized-scaffold	14	Chromosome	AADN04022893.1	=	NT_462450.1	Primary Assembly	1753	na
chr14random_Scaffold24279	unlocalized-scaffold	14	Chromosome	AADN04022972.1	=	NT_462451.1	Primary Assembly	1710	na
chr14random_Scaffold24306	unlocalized-scaffold	14	Chromosome	AADN04022999.1	=	NT_462452.1	Primary Assembly	1700	na
chr14random_Scaffold24510	unlocalized-scaffold	14	Chromosome	AADN04023193.1	=	NT_462453.1	Primary Assembly	1575	na
chr14random_Scaffold24524	unlocalized-scaffold	14	Chromosome	AADN04023206.1	=	NT_462454.1	Primary Assembly	1572	na
chr14random_Scaffold24588	unlocalized-scaffold	14	Chromosome	AADN04023266.1	=	NT_462455.1	Primary Assembly	1532	na
chr14random_Scaffold24814	unlocalized-scaffold	14	Chromosome	AADN04023483.1	=	NT_462456.1	Primary Assembly	1404	na
chr14random_Scaffold25364	unlocalized-scaffold	14	Chromosome	AADN04024002.1	=	NT_462457.1	Primary Assembly	893	na
chr14random_Scaffold25365	unlocalized-scaffold	14	Chromosome	AADN04024003.1	=	NT_462458.1	Primary Assembly	1071	na
chr14random_Scaffold25366	unlocalized-scaffold	14	Chromosome	AADN04024004.1	=	NT_462459.1	Primary Assembly	216	na
chr14random_Scaffold25367	unlocalized-scaffold	14	Chromosome	AADN04024005.1	=	NT_462460.1	Primary Assembly	354	na
chr14random_Scaffold25368	unlocalized-scaffold	14	Chromosome	AADN04024006.1	=	NT_462461.1	Primary Assembly	216	na
chr14random_Scaffold25369	unlocalized-scaffold	14	Chromosome	AADN04024007.1	=	NT_462462.1	Primary Assembly	566	na
chr14random_Scaffold25370	unlocalized-scaffold	14	Chromosome	AADN04024008.1	=	NT_462463.1	Primary Assembly	988	na
chr14random_Scaffold25371	unlocalized-scaffold	14	Chromosome	AADN04024009.1	=	NT_462464.1	Primary Assembly	351	na
chr14random_Scaffold25372	unlocalized-scaffold	14	Chromosome	AADN04024010.1	=	NT_462465.1	Primary Assembly	1332	na
chr14random_Scaffold4170	unlocalized-scaffold	14	Chromosome	KQ759457.1	=	NT_462366.1	Primary Assembly	16473	na
chr14random_Scaffold8424	unlocalized-scaffold	14	Chromosome	KQ759458.1	=	NT_462378.1	Primary Assembly	10783	na
chr14random_Scaffold9172	unlocalized-scaffold	14	Chromosome	KQ759459.1	=	NT_462379.1	Primary Assembly	10084	na
chr15random_Scaffold1169	unlocalized-scaffold	15	Chromosome	AADN04001051.1	=	NT_462466.1	Primary Assembly	33671	na
chr15random_Scaffold1295	unlocalized-scaffold	15	Chromosome	AADN04001154.1	=	NT_462467.1	Primary Assembly	29854	na
chr15random_Scaffold3307	unlocalized-scaffold	15	Chromosome	AADN04002958.1	=	NT_462469.1	Primary Assembly	18398	na
chr15random_Scaffold5027	unlocalized-scaffold	15	Chromosome	AADN04004564.1	=	NT_462470.1	Primary Assembly	14997	na
chr15random_Scaffold5129	unlocalized-scaffold	15	Chromosome	AADN04004661.1	=	NT_462471.1	Primary Assembly	14702	na
chr15random_Scaffold5731	unlocalized-scaffold	15	Chromosome	AADN04005232.1	=	NT_462472.1	Primary Assembly	13916	na
chr15random_Scaffold5877	unlocalized-scaffold	15	Chromosome	AADN04005368.1	=	NT_462473.1	Primary Assembly	13615	na
chr15random_Scaffold6422	unlocalized-scaffold	15	Chromosome	AADN04005886.1	=	NT_462474.1	Primary Assembly	12912	na
chr15random_Scaffold6671	unlocalized-scaffold	15	Chromosome	AADN04006119.1	=	NT_462475.1	Primary Assembly	12589	na
chr15random_Scaffold7114	unlocalized-scaffold	15	Chromosome	AADN04006552.1	=	NT_462476.1	Primary Assembly	12121	na
chr15random_Scaffold7549	unlocalized-scaffold	15	Chromosome	AADN04006962.1	=	NT_462477.1	Primary Assembly	11723	na
chr15random_Scaffold8403	unlocalized-scaffold	15	Chromosome	AADN04007785.1	=	NT_462478.1	Primary Assembly	10764	na
chr15random_Scaffold8606	unlocalized-scaffold	15	Chromosome	AADN04007988.1	=	NT_462479.1	Primary Assembly	10571	na
chr15random_Scaffold8685	unlocalized-scaffold	15	Chromosome	AADN04008068.1	=	NT_462480.1	Primary Assembly	10621	na
chr15random_Scaffold9166	unlocalized-scaffold	15	Chromosome	AADN04008529.1	=	NT_462481.1	Primary Assembly	10197	na
chr15random_Scaffold9599	unlocalized-scaffold	15	Chromosome	AADN04008942.1	=	NT_462482.1	Primary Assembly	9762	na
chr15random_Scaffold9658	unlocalized-scaffold	15	Chromosome	AADN04008999.1	=	NT_462483.1	Primary Assembly	9713	na
chr15random_Scaffold10348	unlocalized-scaffold	15	Chromosome	AADN04009664.1	=	NT_462484.1	Primary Assembly	9178	na
chr15random_Scaffold10621	unlocalized-scaffold	15	Chromosome	AADN04009927.1	=	NT_462485.1	Primary Assembly	8992	na
chr15random_Scaffold10757	unlocalized-scaffold	15	Chromosome	AADN04010060.1	=	NT_462486.1	Primary Assembly	9054	na
chr15random_Scaffold10965	unlocalized-scaffold	15	Chromosome	AADN04010257.1	=	NT_462487.1	Primary Assembly	8812	na
chr15random_Scaffold11099	unlocalized-scaffold	15	Chromosome	AADN04010393.1	=	NT_462488.1	Primary Assembly	8679	na
chr15random_Scaffold11823	unlocalized-scaffold	15	Chromosome	AADN04011084.1	=	NT_462489.1	Primary Assembly	8131	na
chr15random_Scaffold11884	unlocalized-scaffold	15	Chromosome	AADN04011142.1	=	NT_462490.1	Primary Assembly	8118	na
chr15random_Scaffold11936	unlocalized-scaffold	15	Chromosome	AADN04011191.1	=	NT_462491.1	Primary Assembly	8070	na
chr15random_Scaffold13055	unlocalized-scaffold	15	Chromosome	AADN04012262.1	=	NT_462492.1	Primary Assembly	7386	na
chr15random_Scaffold13466	unlocalized-scaffold	15	Chromosome	AADN04012662.1	=	NT_462493.1	Primary Assembly	7133	na
chr15random_Scaffold13684	unlocalized-scaffold	15	Chromosome	AADN04012873.1	=	NT_462494.1	Primary Assembly	6994	na
chr15random_Scaffold13848	unlocalized-scaffold	15	Chromosome	AADN04013024.1	=	NT_462495.1	Primary Assembly	6916	na
chr15random_Scaffold14069	unlocalized-scaffold	15	Chromosome	AADN04013236.1	=	NT_462496.1	Primary Assembly	6992	na
chr15random_Scaffold14263	unlocalized-scaffold	15	Chromosome	AADN04013422.1	=	NT_462497.1	Primary Assembly	6758	na
chr15random_Scaffold14389	unlocalized-scaffold	15	Chromosome	AADN04013545.1	=	NT_462498.1	Primary Assembly	6622	na
chr15random_Scaffold14596	unlocalized-scaffold	15	Chromosome	AADN04013738.1	=	NT_462499.1	Primary Assembly	6562	na
chr15random_Scaffold14623	unlocalized-scaffold	15	Chromosome	AADN04013763.1	=	NT_462500.1	Primary Assembly	6506	na
chr15random_Scaffold14677	unlocalized-scaffold	15	Chromosome	AADN04013815.1	=	NT_462501.1	Primary Assembly	6479	na
chr15random_Scaffold14697	unlocalized-scaffold	15	Chromosome	AADN04013834.1	=	NT_462502.1	Primary Assembly	6462	na
chr15random_Scaffold14777	unlocalized-scaffold	15	Chromosome	AADN04013913.1	=	NT_462503.1	Primary Assembly	6430	na
chr15random_Scaffold14791	unlocalized-scaffold	15	Chromosome	AADN04013927.1	=	NT_462504.1	Primary Assembly	6174	na
chr15random_Scaffold14822	unlocalized-scaffold	15	Chromosome	AADN04013957.1	=	NT_462505.1	Primary Assembly	6330	na
chr15random_Scaffold14862	unlocalized-scaffold	15	Chromosome	AADN04013997.1	=	NT_462506.1	Primary Assembly	6371	na
chr15random_Scaffold14916	unlocalized-scaffold	15	Chromosome	AADN04014051.1	=	NT_462507.1	Primary Assembly	6400	na
chr15random_Scaffold15226	unlocalized-scaffold	15	Chromosome	AADN04014356.1	=	NT_462508.1	Primary Assembly	6171	na
chr15random_Scaffold15276	unlocalized-scaffold	15	Chromosome	AADN04014400.1	=	NT_462509.1	Primary Assembly	6167	na
chr15random_Scaffold15521	unlocalized-scaffold	15	Chromosome	AADN04014638.1	=	NT_462510.1	Primary Assembly	6059	na
chr15random_Scaffold16378	unlocalized-scaffold	15	Chromosome	AADN04015466.1	=	NT_462511.1	Primary Assembly	5559	na
chr15random_Scaffold16519	unlocalized-scaffold	15	Chromosome	AADN04015601.1	=	NT_462512.1	Primary Assembly	5465	na
chr15random_Scaffold16619	unlocalized-scaffold	15	Chromosome	AADN04015697.1	=	NT_462513.1	Primary Assembly	5420	na
chr15random_Scaffold17584	unlocalized-scaffold	15	Chromosome	AADN04016629.1	=	NT_462514.1	Primary Assembly	4908	na
chr15random_Scaffold17606	unlocalized-scaffold	15	Chromosome	AADN04016651.1	=	NT_462515.1	Primary Assembly	4891	na
chr15random_Scaffold17633	unlocalized-scaffold	15	Chromosome	AADN04016678.1	=	NT_462516.1	Primary Assembly	4810	na
chr15random_Scaffold17996	unlocalized-scaffold	15	Chromosome	AADN04017028.1	=	NT_462517.1	Primary Assembly	4688	na
chr15random_Scaffold18585	unlocalized-scaffold	15	Chromosome	AADN04017592.1	=	NT_462518.1	Primary Assembly	4408	na
chr15random_Scaffold18644	unlocalized-scaffold	15	Chromosome	AADN04017651.1	=	NT_462519.1	Primary Assembly	4392	na
chr15random_Scaffold19017	unlocalized-scaffold	15	Chromosome	AADN04018010.1	=	NT_462520.1	Primary Assembly	4187	na
chr15random_Scaffold19196	unlocalized-scaffold	15	Chromosome	AADN04018174.1	=	NT_462521.1	Primary Assembly	4107	na
chr15random_Scaffold19299	unlocalized-scaffold	15	Chromosome	AADN04018273.1	=	NT_462522.1	Primary Assembly	4035	na
chr15random_Scaffold19338	unlocalized-scaffold	15	Chromosome	AADN04018312.1	=	NT_462523.1	Primary Assembly	4046	na
chr15random_Scaffold19351	unlocalized-scaffold	15	Chromosome	AADN04018324.1	=	NT_462524.1	Primary Assembly	4099	na
chr15random_Scaffold19678	unlocalized-scaffold	15	Chromosome	AADN04018639.1	=	NT_462525.1	Primary Assembly	3939	na
chr15random_Scaffold19790	unlocalized-scaffold	15	Chromosome	AADN04018743.1	=	NT_462526.1	Primary Assembly	3846	na
chr15random_Scaffold20046	unlocalized-scaffold	15	Chromosome	AADN04018990.1	=	NT_462527.1	Primary Assembly	3705	na
chr15random_Scaffold20106	unlocalized-scaffold	15	Chromosome	AADN04019048.1	=	NT_462528.1	Primary Assembly	3650	na
chr15random_Scaffold20239	unlocalized-scaffold	15	Chromosome	AADN04019172.1	=	NT_462529.1	Primary Assembly	3609	na
chr15random_Scaffold21299	unlocalized-scaffold	15	Chromosome	AADN04020175.1	=	NT_462530.1	Primary Assembly	3106	na
chr15random_Scaffold21568	unlocalized-scaffold	15	Chromosome	AADN04020435.1	=	NT_462531.1	Primary Assembly	2963	na
chr15random_Scaffold21835	unlocalized-scaffold	15	Chromosome	AADN04020690.1	=	NT_462532.1	Primary Assembly	2845	na
chr15random_Scaffold22101	unlocalized-scaffold	15	Chromosome	AADN04020942.1	=	NT_462533.1	Primary Assembly	2730	na
chr15random_Scaffold22685	unlocalized-scaffold	15	Chromosome	AADN04021493.1	=	NT_462534.1	Primary Assembly	2452	na
chr15random_Scaffold23028	unlocalized-scaffold	15	Chromosome	AADN04021806.1	=	NT_462535.1	Primary Assembly	2333	na
chr15random_Scaffold23051	unlocalized-scaffold	15	Chromosome	AADN04021827.1	=	NT_462536.1	Primary Assembly	2286	na
chr15random_Scaffold23487	unlocalized-scaffold	15	Chromosome	AADN04022232.1	=	NT_462537.1	Primary Assembly	2109	na
chr15random_Scaffold23584	unlocalized-scaffold	15	Chromosome	AADN04022325.1	=	NT_462538.1	Primary Assembly	2062	na
chr15random_Scaffold23666	unlocalized-scaffold	15	Chromosome	AADN04022404.1	=	NT_462539.1	Primary Assembly	2022	na
chr15random_Scaffold23853	unlocalized-scaffold	15	Chromosome	AADN04022576.1	=	NT_462540.1	Primary Assembly	1924	na
chr15random_Scaffold24158	unlocalized-scaffold	15	Chromosome	AADN04022862.1	=	NT_462541.1	Primary Assembly	1771	na
chr15random_Scaffold24302	unlocalized-scaffold	15	Chromosome	AADN04022995.1	=	NT_462542.1	Primary Assembly	1697	na
chr15random_Scaffold25026	unlocalized-scaffold	15	Chromosome	AADN04023683.1	=	NT_462543.1	Primary Assembly	1246	na
chr15random_Scaffold25374	unlocalized-scaffold	15	Chromosome	AADN04024011.1	=	NT_462544.1	Primary Assembly	1704	na
chr15random_Scaffold25375	unlocalized-scaffold	15	Chromosome	AADN04024012.1	=	NT_462545.1	Primary Assembly	513	na
chr15random_Scaffold25836	unlocalized-scaffold	15	Chromosome	AADN04024465.1	=	NT_462547.1	Primary Assembly	504	na
chr15random_Scaffold1574	unlocalized-scaffold	15	Chromosome	KQ759460.1	=	NT_462468.1	Primary Assembly	27294	na
chr15random_Scaffold25835	unlocalized-scaffold	15	Chromosome	KQ759461.1	=	NT_462546.1	Primary Assembly	1263	na
chr16random_Scaffold415	unlocalized-scaffold	16	Chromosome	AADN04000640.1	=	NT_462548.1	Primary Assembly	125648	na
chr16random_Scaffold866	unlocalized-scaffold	16	Chromosome	AADN04000838.1	=	NT_462549.1	Primary Assembly	49481	na
chr16random_Scaffold1206	unlocalized-scaffold	16	Chromosome	AADN04001080.1	=	NT_462550.1	Primary Assembly	32664	na
chr16random_Scaffold1769	unlocalized-scaffold	16	Chromosome	AADN04001558.1	=	NT_462552.1	Primary Assembly	25067	na
chr16random_Scaffold2701	unlocalized-scaffold	16	Chromosome	AADN04002392.1	=	NT_462554.1	Primary Assembly	20078	na
chr16random_Scaffold3689	unlocalized-scaffold	16	Chromosome	AADN04003306.1	=	NT_462555.1	Primary Assembly	17389	na
chr16random_Scaffold4294	unlocalized-scaffold	16	Chromosome	AADN04003860.1	=	NT_462556.1	Primary Assembly	16171	na
chr16random_Scaffold5839	unlocalized-scaffold	16	Chromosome	AADN04005333.1	=	NT_462557.1	Primary Assembly	13595	na
chr16random_Scaffold7797	unlocalized-scaffold	16	Chromosome	AADN04007205.1	=	NT_462558.1	Primary Assembly	11287	na
chr16random_Scaffold10886	unlocalized-scaffold	16	Chromosome	AADN04010183.1	=	NT_462559.1	Primary Assembly	8779	na
chr16random_Scaffold11151	unlocalized-scaffold	16	Chromosome	AADN04010445.1	=	NT_462560.1	Primary Assembly	8646	na
chr16random_Scaffold11791	unlocalized-scaffold	16	Chromosome	AADN04011055.1	=	NT_462561.1	Primary Assembly	8187	na
chr16random_Scaffold12587	unlocalized-scaffold	16	Chromosome	AADN04011814.1	=	NT_462562.1	Primary Assembly	7670	na
chr16random_Scaffold15367	unlocalized-scaffold	16	Chromosome	AADN04014488.1	=	NT_462563.1	Primary Assembly	6115	na
chr16random_Scaffold21143	unlocalized-scaffold	16	Chromosome	AADN04020029.1	=	NT_462564.1	Primary Assembly	3158	na
chr16random_Scaffold25837	unlocalized-scaffold	16	Chromosome	AADN04024466.1	=	NT_462565.1	Primary Assembly	520	na
chr16random_Scaffold25838	unlocalized-scaffold	16	Chromosome	AADN04024467.1	=	NT_462566.1	Primary Assembly	522	na
chr16random_Scaffold25839	unlocalized-scaffold	16	Chromosome	AADN04024468.1	=	NT_462567.1	Primary Assembly	521	na
chr16random_Scaffold25840	unlocalized-scaffold	16	Chromosome	AADN04024469.1	=	NT_462568.1	Primary Assembly	538	na
chr16random_Scaffold1375	unlocalized-scaffold	16	Chromosome	KQ759462.1	=	NT_462551.1	Primary Assembly	29296	na
chr16random_Scaffold2488	unlocalized-scaffold	16	Chromosome	KQ759463.1	=	NT_462553.1	Primary Assembly	20854	na
chr17random_Scaffold835	unlocalized-scaffold	17	Chromosome	AADN04000815.1	=	NT_462569.1	Primary Assembly	52096	na
chr17random_Scaffold1261	unlocalized-scaffold	17	Chromosome	AADN04001121.1	=	NT_462570.1	Primary Assembly	31495	na
chr17random_Scaffold1307	unlocalized-scaffold	17	Chromosome	AADN04001165.1	=	NT_462571.1	Primary Assembly	30450	na
chr17random_Scaffold2223	unlocalized-scaffold	17	Chromosome	AADN04001961.1	=	NT_462572.1	Primary Assembly	22063	na
chr17random_Scaffold2232	unlocalized-scaffold	17	Chromosome	AADN04001970.1	=	NT_462573.1	Primary Assembly	22021	na
chr17random_Scaffold2492	unlocalized-scaffold	17	Chromosome	AADN04002211.1	=	NT_462574.1	Primary Assembly	20831	na
chr17random_Scaffold2539	unlocalized-scaffold	17	Chromosome	AADN04002250.1	=	NT_462575.1	Primary Assembly	20624	na
chr17random_Scaffold2848	unlocalized-scaffold	17	Chromosome	AADN04002527.1	=	NT_462576.1	Primary Assembly	19580	na
chr17random_Scaffold3510	unlocalized-scaffold	17	Chromosome	AADN04003140.1	=	NT_462577.1	Primary Assembly	17777	na
chr17random_Scaffold3779	unlocalized-scaffold	17	Chromosome	AADN04003384.1	=	NT_462578.1	Primary Assembly	17181	na
chr17random_Scaffold4052	unlocalized-scaffold	17	Chromosome	AADN04003634.1	=	NT_462579.1	Primary Assembly	16634	na
chr17random_Scaffold4932	unlocalized-scaffold	17	Chromosome	AADN04004474.1	=	NT_462580.1	Primary Assembly	15051	na
chr17random_Scaffold5198	unlocalized-scaffold	17	Chromosome	AADN04004725.1	=	NT_462581.1	Primary Assembly	14546	na
chr17random_Scaffold5860	unlocalized-scaffold	17	Chromosome	AADN04005352.1	=	NT_462582.1	Primary Assembly	13566	na
chr17random_Scaffold6506	unlocalized-scaffold	17	Chromosome	AADN04005963.1	=	NT_462583.1	Primary Assembly	12731	na
chr17random_Scaffold6685	unlocalized-scaffold	17	Chromosome	AADN04006134.1	=	NT_462584.1	Primary Assembly	12520	na
chr17random_Scaffold6816	unlocalized-scaffold	17	Chromosome	AADN04006261.1	=	NT_462585.1	Primary Assembly	12533	na
chr17random_Scaffold7076	unlocalized-scaffold	17	Chromosome	AADN04006517.1	=	NT_462586.1	Primary Assembly	12045	na
chr17random_Scaffold7286	unlocalized-scaffold	17	Chromosome	AADN04006719.1	=	NT_462587.1	Primary Assembly	11828	na
chr17random_Scaffold8851	unlocalized-scaffold	17	Chromosome	AADN04008225.1	=	NT_462588.1	Primary Assembly	10427	na
chr17random_Scaffold9156	unlocalized-scaffold	17	Chromosome	AADN04008520.1	=	NT_462589.1	Primary Assembly	10064	na
chr17random_Scaffold9261	unlocalized-scaffold	17	Chromosome	AADN04008623.1	=	NT_462590.1	Primary Assembly	10027	na
chr17random_Scaffold9329	unlocalized-scaffold	17	Chromosome	AADN04008689.1	=	NT_462591.1	Primary Assembly	9926	na
chr17random_Scaffold9336	unlocalized-scaffold	17	Chromosome	AADN04008695.1	=	NT_462592.1	Primary Assembly	9924	na
chr17random_Scaffold9373	unlocalized-scaffold	17	Chromosome	AADN04008728.1	=	NT_462593.1	Primary Assembly	9897	na
chr17random_Scaffold9947	unlocalized-scaffold	17	Chromosome	AADN04009279.1	=	NT_462594.1	Primary Assembly	9432	na
chr17random_Scaffold10288	unlocalized-scaffold	17	Chromosome	AADN04009609.1	=	NT_462595.1	Primary Assembly	9268	na
chr17random_Scaffold10435	unlocalized-scaffold	17	Chromosome	AADN04009751.1	=	NT_462596.1	Primary Assembly	9128	na
chr17random_Scaffold10690	unlocalized-scaffold	17	Chromosome	AADN04009994.1	=	NT_462597.1	Primary Assembly	8911	na
chr17random_Scaffold10963	unlocalized-scaffold	17	Chromosome	AADN04010255.1	=	NT_462598.1	Primary Assembly	8834	na
chr17random_Scaffold11010	unlocalized-scaffold	17	Chromosome	AADN04010303.1	=	NT_462599.1	Primary Assembly	8742	na
chr17random_Scaffold11647	unlocalized-scaffold	17	Chromosome	AADN04010916.1	=	NT_462600.1	Primary Assembly	8357	na
chr17random_Scaffold12651	unlocalized-scaffold	17	Chromosome	AADN04011877.1	=	NT_462601.1	Primary Assembly	7613	na
chr17random_Scaffold12762	unlocalized-scaffold	17	Chromosome	AADN04011985.1	=	NT_462602.1	Primary Assembly	7702	na
chr17random_Scaffold12786	unlocalized-scaffold	17	Chromosome	AADN04012007.1	=	NT_462603.1	Primary Assembly	7626	na
chr17random_Scaffold12933	unlocalized-scaffold	17	Chromosome	AADN04012148.1	=	NT_462604.1	Primary Assembly	7549	na
chr17random_Scaffold13077	unlocalized-scaffold	17	Chromosome	AADN04012283.1	=	NT_462605.1	Primary Assembly	7353	na
